Epoch [1/300], Loss: 0.0411
Epoch [2/300], Loss: 0.0153
Epoch [3/300], Loss: 0.0098
Epoch [4/300], Loss: 0.0088
Epoch [5/300], Loss: 0.0083
Epoch [6/300], Loss: 0.0080
Epoch [7/300], Loss: 0.0078
Epoch [8/300], Loss: 0.0077
Epoch [9/300], Loss: 0.0076
Epoch [10/300], Loss: 0.0074
Epoch [11/300], Loss: 0.0074
Epoch [12/300], Loss: 0.0073
Epoch [13/300], Loss: 0.0072
Epoch [14/300], Loss: 0.0070
Epoch [15/300], Loss: 0.0070
Epoch [16/300], Loss: 0.0070
Epoch [17/300], Loss: 0.0069
Epoch [18/300], Loss: 0.0069
Epoch [19/300], Loss: 0.0067
Epoch [20/300], Loss: 0.0068
Epoch [21/300], Loss: 0.0067
Epoch [22/300], Loss: 0.0066
Epoch [23/300], Loss: 0.0066
Epoch [24/300], Loss: 0.0065
Epoch [25/300], Loss: 0.0065
Epoch [26/300], Loss: 0.0064
Epoch [27/300], Loss: 0.0064
Epoch [28/300], Loss: 0.0064
Epoch [29/300], Loss: 0.0063
Epoch [30/300], Loss: 0.0062
Epoch [31/300], Loss: 0.0063
Epoch [32/300], Loss: 0.0062
Epoch [33/300], Loss: 0.0061
Epoch [34/300], Loss: 0.0062
Epoch [35/300], Loss: 0.0061
Epoch [36/300], Loss: 0.0062
Epoch [37/300], Loss: 0.0061
Epoch [38/300], Loss: 0.0061
Epoch [39/300], Loss: 0.0061
Epoch [40/300], Loss: 0.0060
Epoch [41/300], Loss: 0.0061
Epoch [42/300], Loss: 0.0060
Epoch [43/300], Loss: 0.0061
Epoch [44/300], Loss: 0.0060
Epoch [45/300], Loss: 0.0060
Epoch [46/300], Loss: 0.0060
Epoch [47/300], Loss: 0.0060
Epoch [48/300], Loss: 0.0060
Epoch [49/300], Loss: 0.0060
Epoch [50/300], Loss: 0.0059
Epoch [51/300], Loss: 0.0059
Epoch [52/300], Loss: 0.0060
Epoch [53/300], Loss: 0.0059
Epoch [54/300], Loss: 0.0060
Epoch [55/300], Loss: 0.0059
Epoch [56/300], Loss: 0.0060
Epoch [57/300], Loss: 0.0060
Epoch [58/300], Loss: 0.0060
Epoch [59/300], Loss: 0.0059
Epoch [60/300], Loss: 0.0059
Epoch [61/300], Loss: 0.0060
Epoch [62/300], Loss: 0.0059
Epoch [63/300], Loss: 0.0060
Epoch [64/300], Loss: 0.0060
Epoch [65/300], Loss: 0.0060
Epoch [66/300], Loss: 0.0060
Epoch [67/300], Loss: 0.0060
Epoch [68/300], Loss: 0.0060
Epoch [69/300], Loss: 0.0060
Epoch [70/300], Loss: 0.0060
Epoch [71/300], Loss: 0.0060
Epoch [72/300], Loss: 0.0059
Epoch [73/300], Loss: 0.0060
Epoch [74/300], Loss: 0.0060
Epoch [75/300], Loss: 0.0059
Epoch [76/300], Loss: 0.0059
Epoch [77/300], Loss: 0.0059
Epoch [78/300], Loss: 0.0060
Epoch [79/300], Loss: 0.0059
Epoch [80/300], Loss: 0.0059
Epoch [81/300], Loss: 0.0059
Epoch [82/300], Loss: 0.0059
Epoch [83/300], Loss: 0.0059
Epoch [84/300], Loss: 0.0059
Epoch [85/300], Loss: 0.0059
Epoch [86/300], Loss: 0.0059
Epoch [87/300], Loss: 0.0059
Epoch [88/300], Loss: 0.0059
Epoch [89/300], Loss: 0.0059
Epoch [90/300], Loss: 0.0059
Epoch [91/300], Loss: 0.0059
Epoch [92/300], Loss: 0.0059
Epoch [93/300], Loss: 0.0058
Epoch [94/300], Loss: 0.0059
Epoch [95/300], Loss: 0.0059
Epoch [96/300], Loss: 0.0058
Epoch [97/300], Loss: 0.0059
Epoch [98/300], Loss: 0.0058
Epoch [99/300], Loss: 0.0059
Epoch [100/300], Loss: 0.0058
Epoch [101/300], Loss: 0.0058
Epoch [102/300], Loss: 0.0058
Epoch [103/300], Loss: 0.0058
Epoch [104/300], Loss: 0.0059
Epoch [105/300], Loss: 0.0058
Epoch [106/300], Loss: 0.0058
Epoch [107/300], Loss: 0.0058
Epoch [108/300], Loss: 0.0058
Epoch [109/300], Loss: 0.0058
Epoch [110/300], Loss: 0.0058
Epoch [111/300], Loss: 0.0058
Epoch [112/300], Loss: 0.0058
Epoch [113/300], Loss: 0.0058
Epoch [114/300], Loss: 0.0057
Epoch [115/300], Loss: 0.0058
Epoch [116/300], Loss: 0.0058
Epoch [117/300], Loss: 0.0057
Epoch [118/300], Loss: 0.0057
Epoch [119/300], Loss: 0.0057
Epoch [120/300], Loss: 0.0058
Epoch [121/300], Loss: 0.0057
Epoch [122/300], Loss: 0.0057
Epoch [123/300], Loss: 0.0057
Epoch [124/300], Loss: 0.0056
Epoch [125/300], Loss: 0.0057
Epoch [126/300], Loss: 0.0057
Epoch [127/300], Loss: 0.0057
Epoch [128/300], Loss: 0.0057
Epoch [129/300], Loss: 0.0057
Epoch [130/300], Loss: 0.0057
Epoch [131/300], Loss: 0.0057
Epoch [132/300], Loss: 0.0056
Epoch [133/300], Loss: 0.0057
Epoch [134/300], Loss: 0.0057
Epoch [135/300], Loss: 0.0057
Epoch [136/300], Loss: 0.0056
Epoch [137/300], Loss: 0.0056
Epoch [138/300], Loss: 0.0056
Epoch [139/300], Loss: 0.0057
Epoch [140/300], Loss: 0.0056
Epoch [141/300], Loss: 0.0056
Epoch [142/300], Loss: 0.0056
Epoch [143/300], Loss: 0.0056
Epoch [144/300], Loss: 0.0057
Epoch [145/300], Loss: 0.0056
Epoch [146/300], Loss: 0.0055
Epoch [147/300], Loss: 0.0056
Epoch [148/300], Loss: 0.0055
Epoch [149/300], Loss: 0.0056
Epoch [150/300], Loss: 0.0055
Epoch [151/300], Loss: 0.0055
Epoch [152/300], Loss: 0.0056
Epoch [153/300], Loss: 0.0056
Epoch [154/300], Loss: 0.0056
Epoch [155/300], Loss: 0.0056
Epoch [156/300], Loss: 0.0056
Epoch [157/300], Loss: 0.0056
Epoch [158/300], Loss: 0.0055
Epoch [159/300], Loss: 0.0056
Epoch [160/300], Loss: 0.0056
Epoch [161/300], Loss: 0.0056
Epoch [162/300], Loss: 0.0056
Epoch [163/300], Loss: 0.0055
Epoch [164/300], Loss: 0.0056
Epoch [165/300], Loss: 0.0055
Epoch [166/300], Loss: 0.0055
Epoch [167/300], Loss: 0.0056
Epoch [168/300], Loss: 0.0056
Epoch [169/300], Loss: 0.0055
Epoch [170/300], Loss: 0.0056
Epoch [171/300], Loss: 0.0055
Epoch [172/300], Loss: 0.0055
Epoch [173/300], Loss: 0.0055
Epoch [174/300], Loss: 0.0055
Epoch [175/300], Loss: 0.0055
Epoch [176/300], Loss: 0.0054
Epoch [177/300], Loss: 0.0055
Epoch [178/300], Loss: 0.0054
Epoch [179/300], Loss: 0.0055
Epoch [180/300], Loss: 0.0054
Epoch [181/300], Loss: 0.0054
Epoch [182/300], Loss: 0.0054
Epoch [183/300], Loss: 0.0054
Epoch [184/300], Loss: 0.0054
Epoch [185/300], Loss: 0.0054
Epoch [186/300], Loss: 0.0054
Epoch [187/300], Loss: 0.0055
Epoch [188/300], Loss: 0.0054
Epoch [189/300], Loss: 0.0055
Epoch [190/300], Loss: 0.0056
Epoch [191/300], Loss: 0.0055
Epoch [192/300], Loss: 0.0055
Epoch [193/300], Loss: 0.0055
Epoch [194/300], Loss: 0.0055
Epoch [195/300], Loss: 0.0055
Epoch [196/300], Loss: 0.0054
Epoch [197/300], Loss: 0.0055
Epoch [198/300], Loss: 0.0054
Epoch [199/300], Loss: 0.0055
Epoch [200/300], Loss: 0.0055
Epoch [201/300], Loss: 0.0055
Epoch [202/300], Loss: 0.0055
Epoch [203/300], Loss: 0.0055
Epoch [204/300], Loss: 0.0056
Epoch [205/300], Loss: 0.0055
Epoch [206/300], Loss: 0.0056
Epoch [207/300], Loss: 0.0056
Epoch [208/300], Loss: 0.0056
Epoch [209/300], Loss: 0.0056
Epoch [210/300], Loss: 0.0056
Epoch [211/300], Loss: 0.0057
Epoch [212/300], Loss: 0.0056
Epoch [213/300], Loss: 0.0056
Epoch [214/300], Loss: 0.0057
Epoch [215/300], Loss: 0.0055
Epoch [216/300], Loss: 0.0056
Epoch [217/300], Loss: 0.0056
Epoch [218/300], Loss: 0.0055
Epoch [219/300], Loss: 0.0056
Epoch [220/300], Loss: 0.0055
Epoch [221/300], Loss: 0.0055
Epoch [222/300], Loss: 0.0055
Epoch [223/300], Loss: 0.0056
Epoch [224/300], Loss: 0.0055
Epoch [225/300], Loss: 0.0055
Epoch [226/300], Loss: 0.0055
Epoch [227/300], Loss: 0.0056
Epoch [228/300], Loss: 0.0057
Epoch [229/300], Loss: 0.0057
Epoch [230/300], Loss: 0.0056
Epoch [231/300], Loss: 0.0056
Epoch [232/300], Loss: 0.0056
Epoch [233/300], Loss: 0.0056
Epoch [234/300], Loss: 0.0055
Epoch [235/300], Loss: 0.0056
Epoch [236/300], Loss: 0.0057
Epoch [237/300], Loss: 0.0056
Epoch [238/300], Loss: 0.0057
Epoch [239/300], Loss: 0.0057
Epoch [240/300], Loss: 0.0057
Epoch [241/300], Loss: 0.0056
Epoch [242/300], Loss: 0.0057
Epoch [243/300], Loss: 0.0057
Epoch [244/300], Loss: 0.0057
Epoch [245/300], Loss: 0.0056
Epoch [246/300], Loss: 0.0056
Epoch [247/300], Loss: 0.0056
Epoch [248/300], Loss: 0.0056
Epoch [249/300], Loss: 0.0055
Epoch [250/300], Loss: 0.0056
Epoch [251/300], Loss: 0.0056
Epoch [252/300], Loss: 0.0055
Epoch [253/300], Loss: 0.0055
Epoch [254/300], Loss: 0.0055
Epoch [255/300], Loss: 0.0056
Epoch [256/300], Loss: 0.0055
Epoch [257/300], Loss: 0.0055
Epoch [258/300], Loss: 0.0054
Epoch [259/300], Loss: 0.0054
Epoch [260/300], Loss: 0.0055
Epoch [261/300], Loss: 0.0055
Epoch [262/300], Loss: 0.0055
Epoch [263/300], Loss: 0.0055
Epoch [264/300], Loss: 0.0054
Epoch [265/300], Loss: 0.0055
Epoch [266/300], Loss: 0.0055
Epoch [267/300], Loss: 0.0055
Epoch [268/300], Loss: 0.0054
Epoch [269/300], Loss: 0.0055
Epoch [270/300], Loss: 0.0054
Epoch [271/300], Loss: 0.0054
Epoch [272/300], Loss: 0.0054
Epoch [273/300], Loss: 0.0054
Epoch [274/300], Loss: 0.0053
Epoch [275/300], Loss: 0.0054
Epoch [276/300], Loss: 0.0053
Epoch [277/300], Loss: 0.0055
Epoch [278/300], Loss: 0.0054
Epoch [279/300], Loss: 0.0054
Epoch [280/300], Loss: 0.0054
Epoch [281/300], Loss: 0.0054
Epoch [282/300], Loss: 0.0054
Epoch [283/300], Loss: 0.0055
Epoch [284/300], Loss: 0.0054
Epoch [285/300], Loss: 0.0054
Epoch [286/300], Loss: 0.0053
Epoch [287/300], Loss: 0.0053
Epoch [288/300], Loss: 0.0053
Epoch [289/300], Loss: 0.0054
Epoch [290/300], Loss: 0.0054
Epoch [291/300], Loss: 0.0053
Epoch [292/300], Loss: 0.0053
Epoch [293/300], Loss: 0.0054
Epoch [294/300], Loss: 0.0054
Epoch [295/300], Loss: 0.0053
Epoch [296/300], Loss: 0.0053
Epoch [297/300], Loss: 0.0053
Epoch [298/300], Loss: 0.0053
Epoch [299/300], Loss: 0.0053
Epoch [300/300], Loss: 0.0053
