Epoch [1/200], Loss: 0.0266
Epoch [2/200], Loss: 0.0144
Epoch [3/200], Loss: 0.0108
Epoch [4/200], Loss: 0.0090
Epoch [5/200], Loss: 0.0082
Epoch [6/200], Loss: 0.0079
Epoch [7/200], Loss: 0.0076
Epoch [8/200], Loss: 0.0073
Epoch [9/200], Loss: 0.0071
Epoch [10/200], Loss: 0.0071
Epoch [11/200], Loss: 0.0070
Epoch [12/200], Loss: 0.0069
Epoch [13/200], Loss: 0.0069
Epoch [14/200], Loss: 0.0067
Epoch [15/200], Loss: 0.0067
Epoch [16/200], Loss: 0.0066
Epoch [17/200], Loss: 0.0066
Epoch [18/200], Loss: 0.0066
Epoch [19/200], Loss: 0.0065
Epoch [20/200], Loss: 0.0065
Epoch [21/200], Loss: 0.0065
Epoch [22/200], Loss: 0.0065
Epoch [23/200], Loss: 0.0065
Epoch [24/200], Loss: 0.0065
Epoch [25/200], Loss: 0.0065
Epoch [26/200], Loss: 0.0065
Epoch [27/200], Loss: 0.0065
Epoch [28/200], Loss: 0.0066
Epoch [29/200], Loss: 0.0065
Epoch [30/200], Loss: 0.0066
Epoch [31/200], Loss: 0.0065
Epoch [32/200], Loss: 0.0065
Epoch [33/200], Loss: 0.0065
Epoch [34/200], Loss: 0.0064
Epoch [35/200], Loss: 0.0064
Epoch [36/200], Loss: 0.0064
Epoch [37/200], Loss: 0.0065
Epoch [38/200], Loss: 0.0063
Epoch [39/200], Loss: 0.0064
Epoch [40/200], Loss: 0.0062
Epoch [41/200], Loss: 0.0063
Epoch [42/200], Loss: 0.0062
Epoch [43/200], Loss: 0.0062
Epoch [44/200], Loss: 0.0062
Epoch [45/200], Loss: 0.0061
Epoch [46/200], Loss: 0.0062
Epoch [47/200], Loss: 0.0062
Epoch [48/200], Loss: 0.0062
Epoch [49/200], Loss: 0.0061
Epoch [50/200], Loss: 0.0061
Epoch [51/200], Loss: 0.0060
Epoch [52/200], Loss: 0.0060
Epoch [53/200], Loss: 0.0060
Epoch [54/200], Loss: 0.0059
Epoch [55/200], Loss: 0.0061
Epoch [56/200], Loss: 0.0060
Epoch [57/200], Loss: 0.0060
Epoch [58/200], Loss: 0.0060
Epoch [59/200], Loss: 0.0060
Epoch [60/200], Loss: 0.0060
Epoch [61/200], Loss: 0.0059
Epoch [62/200], Loss: 0.0059
Epoch [63/200], Loss: 0.0060
Epoch [64/200], Loss: 0.0060
Epoch [65/200], Loss: 0.0060
Epoch [66/200], Loss: 0.0058
Epoch [67/200], Loss: 0.0060
Epoch [68/200], Loss: 0.0060
Epoch [69/200], Loss: 0.0060
Epoch [70/200], Loss: 0.0059
Epoch [71/200], Loss: 0.0059
Epoch [72/200], Loss: 0.0060
Epoch [73/200], Loss: 0.0058
Epoch [74/200], Loss: 0.0059
Epoch [75/200], Loss: 0.0059
Epoch [76/200], Loss: 0.0059
Epoch [77/200], Loss: 0.0058
Epoch [78/200], Loss: 0.0059
Epoch [79/200], Loss: 0.0059
Epoch [80/200], Loss: 0.0059
Epoch [81/200], Loss: 0.0059
Epoch [82/200], Loss: 0.0060
Epoch [83/200], Loss: 0.0059
Epoch [84/200], Loss: 0.0058
Epoch [85/200], Loss: 0.0059
Epoch [86/200], Loss: 0.0059
Epoch [87/200], Loss: 0.0060
Epoch [88/200], Loss: 0.0060
Epoch [89/200], Loss: 0.0060
Epoch [90/200], Loss: 0.0059
Epoch [91/200], Loss: 0.0061
Epoch [92/200], Loss: 0.0062
Epoch [93/200], Loss: 0.0060
Epoch [94/200], Loss: 0.0061
Epoch [95/200], Loss: 0.0061
Epoch [96/200], Loss: 0.0060
Epoch [97/200], Loss: 0.0061
Epoch [98/200], Loss: 0.0060
Epoch [99/200], Loss: 0.0060
Epoch [100/200], Loss: 0.0060
Epoch [101/200], Loss: 0.0059
Epoch [102/200], Loss: 0.0060
Epoch [103/200], Loss: 0.0059
Epoch [104/200], Loss: 0.0059
Epoch [105/200], Loss: 0.0057
Epoch [106/200], Loss: 0.0058
Epoch [107/200], Loss: 0.0056
Epoch [108/200], Loss: 0.0056
Epoch [109/200], Loss: 0.0055
Epoch [110/200], Loss: 0.0056
Epoch [111/200], Loss: 0.0056
Epoch [112/200], Loss: 0.0055
Epoch [113/200], Loss: 0.0056
Epoch [114/200], Loss: 0.0056
Epoch [115/200], Loss: 0.0057
Epoch [116/200], Loss: 0.0057
Epoch [117/200], Loss: 0.0057
Epoch [118/200], Loss: 0.0056
Epoch [119/200], Loss: 0.0057
Epoch [120/200], Loss: 0.0057
Epoch [121/200], Loss: 0.0056
Epoch [122/200], Loss: 0.0057
Epoch [123/200], Loss: 0.0057
Epoch [124/200], Loss: 0.0056
Epoch [125/200], Loss: 0.0055
Epoch [126/200], Loss: 0.0056
Epoch [127/200], Loss: 0.0056
Epoch [128/200], Loss: 0.0056
Epoch [129/200], Loss: 0.0055
Epoch [130/200], Loss: 0.0055
Epoch [131/200], Loss: 0.0056
Epoch [132/200], Loss: 0.0055
Epoch [133/200], Loss: 0.0055
Epoch [134/200], Loss: 0.0054
Epoch [135/200], Loss: 0.0054
Epoch [136/200], Loss: 0.0056
Epoch [137/200], Loss: 0.0054
Epoch [138/200], Loss: 0.0054
Epoch [139/200], Loss: 0.0054
Epoch [140/200], Loss: 0.0053
Epoch [141/200], Loss: 0.0055
Epoch [142/200], Loss: 0.0054
Epoch [143/200], Loss: 0.0053
Epoch [144/200], Loss: 0.0053
Epoch [145/200], Loss: 0.0054
Epoch [146/200], Loss: 0.0053
Epoch [147/200], Loss: 0.0054
Epoch [148/200], Loss: 0.0053
Epoch [149/200], Loss: 0.0053
Epoch [150/200], Loss: 0.0053
Epoch [151/200], Loss: 0.0054
Epoch [152/200], Loss: 0.0054
Epoch [153/200], Loss: 0.0053
Epoch [154/200], Loss: 0.0052
Epoch [155/200], Loss: 0.0052
Epoch [156/200], Loss: 0.0052
Epoch [157/200], Loss: 0.0052
Epoch [158/200], Loss: 0.0054
Epoch [159/200], Loss: 0.0053
Epoch [160/200], Loss: 0.0052
Epoch [161/200], Loss: 0.0052
Epoch [162/200], Loss: 0.0052
Epoch [163/200], Loss: 0.0052
Epoch [164/200], Loss: 0.0052
Epoch [165/200], Loss: 0.0053
Epoch [166/200], Loss: 0.0052
Epoch [167/200], Loss: 0.0052
Epoch [168/200], Loss: 0.0052
Epoch [169/200], Loss: 0.0051
Epoch [170/200], Loss: 0.0051
Epoch [171/200], Loss: 0.0053
Epoch [172/200], Loss: 0.0053
Epoch [173/200], Loss: 0.0051
Epoch [174/200], Loss: 0.0051
Epoch [175/200], Loss: 0.0052
Epoch [176/200], Loss: 0.0051
Epoch [177/200], Loss: 0.0053
Epoch [178/200], Loss: 0.0052
Epoch [179/200], Loss: 0.0051
Epoch [180/200], Loss: 0.0052
Epoch [181/200], Loss: 0.0053
Epoch [182/200], Loss: 0.0052
Epoch [183/200], Loss: 0.0051
Epoch [184/200], Loss: 0.0050
Epoch [185/200], Loss: 0.0052
Epoch [186/200], Loss: 0.0051
Epoch [187/200], Loss: 0.0050
Epoch [188/200], Loss: 0.0051
Epoch [189/200], Loss: 0.0051
Epoch [190/200], Loss: 0.0051
Epoch [191/200], Loss: 0.0052
Epoch [192/200], Loss: 0.0051
Epoch [193/200], Loss: 0.0050
Epoch [194/200], Loss: 0.0052
Epoch [195/200], Loss: 0.0051
Epoch [196/200], Loss: 0.0051
Epoch [197/200], Loss: 0.0049
Epoch [198/200], Loss: 0.0050
Epoch [199/200], Loss: 0.0051
Epoch [200/200], Loss: 0.0051
